semantic_text,synonyms,flow_name,description,material_tags,unit,flow_type,category_path,cas_number,chemical_formula
Flow: Methyl chlorocarbonate | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000079-22-1 | Materials: carbon,,Methyl chlorocarbonate,,carbon,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000079-22-1,
"Flow: 2,2'-Methylenebis(6-tert-butyl-4-methylphenol) | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000119-47-1 | Materials: other",,"2,2'-Methylenebis(6-tert-butyl-4-methylphenol)",,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000119-47-1,
Flow: Benzoyl peroxide | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000094-36-0 | Materials: other,,Benzoyl peroxide,,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000094-36-0,
"Flow: Lanthanum | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 7439-91-0 | Chemical Formula: La | Materials: other | Description: EcoSpold 2 elementary exchange, ID = c4028889-1082-4e18-a563-df3fa555828a",,Lanthanum,"EcoSpold 2 elementary exchange, ID = c4028889-1082-4e18-a563-df3fa555828a",other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,7439-91-0,La
Flow: HC Blue no. 2 | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 033229-34-4 | Materials: other,,HC Blue no. 2,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,033229-34-4,
Flow: 1-Nitroethane | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000079-24-3 | Materials: other,,1-Nitroethane,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000079-24-3,
"Flow: 2,2'-Methylenebis(6-tert-butyl-4-methylphenol) | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000119-47-1 | Materials: other",,"2,2'-Methylenebis(6-tert-butyl-4-methylphenol)",,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000119-47-1,
"Flow: Benthiavalicarb-isopropyl | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 177406-68-7 | Chemical Formula: C18H24FN3O3S | Materials: other | Description: EcoSpold 2 elementary exchange, ID = e49a8d07-023a-543e-aa22-424643e01a24",,Benthiavalicarb-isopropyl,"EcoSpold 2 elementary exchange, ID = e49a8d07-023a-543e-aa22-424643e01a24",other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,177406-68-7,C18H24FN3O3S
Flow: Foramsulfuron | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 173159-57-4 | Materials: other,,Foramsulfuron,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,173159-57-4,
Flow: Dimethyl adipate | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000627-93-0 | Materials: other,,Dimethyl adipate,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000627-93-0,
Flow: 1-Octene | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000111-66-0 | Materials: other,,1-Octene,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000111-66-0,
Flow: Silthiofam | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 175217-20-6 | Materials: other,,Silthiofam,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,175217-20-6,
Flow: Tryptophan | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 000073-22-3 | Materials: other,,Tryptophan,,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,000073-22-3,
Flow: Aluminium nitrate | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 013473-90-0 | Materials: aluminium,,Aluminium nitrate,,aluminium,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,013473-90-0,
Flow: Benzoguanamine | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000091-76-9 | Materials: other,,Benzoguanamine,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000091-76-9,
"Flow: Tebuthiuron | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 34014-18-1 | Chemical Formula: C9H16N4OS | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 69ecea2b-2047-588d-9fe2-3ad2fcd3431f",,Tebuthiuron,"EcoSpold 2 elementary exchange, ID = 69ecea2b-2047-588d-9fe2-3ad2fcd3431f",other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,34014-18-1,C9H16N4OS
Flow: Dimethyl adipate | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000627-93-0 | Materials: other,,Dimethyl adipate,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000627-93-0,
"Flow: 2,2'-Methylenebis(6-tert-butyl-4-methylphenol) | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000119-47-1 | Materials: other",,"2,2'-Methylenebis(6-tert-butyl-4-methylphenol)",,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000119-47-1,
Flow: Piperidine | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000110-89-4 | Materials: other,,Piperidine,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000110-89-4,
Flow: 2-(2-Hexyloxyethoxy)ethanol | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000112-59-4 | Materials: ethanol,,2-(2-Hexyloxyethoxy)ethanol,,ethanol,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000112-59-4,
"Flow: 2,5,8,11-Tetraoxatridecan-13-ol | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 023783-42-8 | Materials: other",,"2,5,8,11-Tetraoxatridecan-13-ol",,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,023783-42-8,
"Flow: Dinitrogen tetroxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 10544-72-6 | Chemical Formula: N2O4 | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 4cd94f47-0da2-5c4a-bfae-013bacbcf648",,Dinitrogen tetroxide,"EcoSpold 2 elementary exchange, ID = 4cd94f47-0da2-5c4a-bfae-013bacbcf648",other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,10544-72-6,N2O4
Flow: Methyl dodecanoate | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000111-82-0 | Materials: other,,Methyl dodecanoate,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000111-82-0,
Flow: Fluoride | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 016984-48-8 | Materials: other,,Fluoride,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,016984-48-8,
"Flow: Piperidine, 1,1'-(hexathiodicarbonothioyl)bis- | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000971-15-3 | Materials: carbon",,"Piperidine, 1,1'-(hexathiodicarbonothioyl)bis-",,carbon,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000971-15-3,
"Flow: Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-amino-, disodium salt | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 007336-20-1 | Materials: other",,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-amino-, disodium salt",,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,007336-20-1,
Flow: Dinitrogen tetroxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 010544-72-6 | Materials: other,,Dinitrogen tetroxide,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,010544-72-6,
Flow: Zinc oxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 001314-13-2 | Materials: zinc,,Zinc oxide,,zinc,kg,Elementary Flow,Elementary flows > Emission to air > low population density,001314-13-2,
Flow: beta-Carotene | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 007235-40-7 | Materials: other,,beta-Carotene,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,007235-40-7,
Flow: Acetamiprid | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 135410-20-7 | Materials: other,,Acetamiprid,,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,135410-20-7,
Flow: Acetylsalicylic acid | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000050-78-2 | Materials: other,,Acetylsalicylic acid,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000050-78-2,
Flow: Dipotassium carbonate | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000584-08-7 | Materials: carbon,,Dipotassium carbonate,,carbon,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000584-08-7,
"Flow: Hydrocarbons, unspecified | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | Materials: carbon | Description: EcoSpold 2 elementary exchange, ID = 042e5892-cd59-4e95-949e-cacce0e6a590",,"Hydrocarbons, unspecified","EcoSpold 2 elementary exchange, ID = 042e5892-cd59-4e95-949e-cacce0e6a590",carbon,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,,
Flow: Tetrakis(hydroxymethyl)phosphonium chloride | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000124-64-1 | Materials: other,,Tetrakis(hydroxymethyl)phosphonium chloride,,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000124-64-1,
"Flow: Dimethyl hexynediol | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 142-30-3 | Chemical Formula: C8H14O2 | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 95a9f739-736a-57fe-b592-dfb52251ef1e",,Dimethyl hexynediol,"EcoSpold 2 elementary exchange, ID = 95a9f739-736a-57fe-b592-dfb52251ef1e",other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,142-30-3,C8H14O2
"Flow: (1,7,7-Trimethyl-6-bicyclo[2.2.1]heptanyl) 2-methylprop-2-enoate | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 007534-94-3 | Materials: other",,"(1,7,7-Trimethyl-6-bicyclo[2.2.1]heptanyl) 2-methylprop-2-enoate",,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,007534-94-3,
Flow: Propyl 4-hydroxybenzoate | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000094-13-3 | Materials: other,,Propyl 4-hydroxybenzoate,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000094-13-3,
"Flow: Sodium methoxide | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 124-41-4 | Chemical Formula: CH3ONa | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 05030b9e-2d09-4a54-89e6-7fdef2a9d294",,Sodium methoxide,"EcoSpold 2 elementary exchange, ID = 05030b9e-2d09-4a54-89e6-7fdef2a9d294",other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,124-41-4,CH3ONa
"Flow: Tetraconazole | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 112281-77-3 | Chemical Formula: C13H11Cl2F4N3O | Materials: other | Description: EcoSpold 2 elementary exchange, ID = ce0399dc-3d7c-5eed-a4da-ec310d91b624",,Tetraconazole,"EcoSpold 2 elementary exchange, ID = ce0399dc-3d7c-5eed-a4da-ec310d91b624",other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,112281-77-3,C13H11Cl2F4N3O
"Flow: EDTA, Ethylenediaminetetraacetic Acid | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 60-00-4 | Chemical Formula: C10H16N2O8 | Materials: other | Description: EcoSpold 2 elementary exchange, ID = fdcb34c7-28e4-4830-94ad-33f7885f9ce3",,"EDTA, Ethylenediaminetetraacetic Acid","EcoSpold 2 elementary exchange, ID = fdcb34c7-28e4-4830-94ad-33f7885f9ce3",other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,60-00-4,C10H16N2O8
"Flow: Pentane, 2,2,4-trimethyl- | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000540-84-1 | Materials: other",,"Pentane, 2,2,4-trimethyl-",,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000540-84-1,
Flow: Theophylline | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000058-55-9 | Materials: other,,Theophylline,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000058-55-9,
Flow: Nickel subsulfide | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 012035-72-2 | Materials: nickel,,Nickel subsulfide,,nickel,kg,Elementary Flow,Elementary flows > Emission to water > ocean,012035-72-2,
Flow: Methylene-bis(4-cyclohexylisocyanate) | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 005124-30-1 | Materials: other,,Methylene-bis(4-cyclohexylisocyanate),,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,005124-30-1,
"Flow: Ammonia, LU | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 007664-41-7 | Materials: other",,"Ammonia, LU",,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,007664-41-7,
Flow: 2-Hydroxybutanedioic acid | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 006915-15-7 | Materials: other,,2-Hydroxybutanedioic acid,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,006915-15-7,
Flow: Zinc phosphide | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 001314-84-7 | Materials: zinc,,Zinc phosphide,,zinc,kg,Elementary Flow,Elementary flows > Emission to air > high population density,001314-84-7,
"Flow: Morpholine, 4-(2-benzothiazolylthio)- | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 000102-77-2 | Materials: other",,"Morpholine, 4-(2-benzothiazolylthio)-",,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,000102-77-2,
Flow: Propane | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 000074-98-6 | Materials: other,,Propane,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,000074-98-6,
"Flow: Lithium carbonate | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 000554-13-2 | Chemical Formula: Li2CO3 | Materials: lithium, carbon",,Lithium carbonate,,"lithium, carbon",kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,000554-13-2,Li2CO3
Flow: Quizalofop-P-ethyl | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 100646-51-3 | Materials: other,,Quizalofop-P-ethyl,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,100646-51-3,
Flow: Dimethyldisulfide | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000624-92-0 | Materials: other,,Dimethyldisulfide,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000624-92-0,
Flow: beta-Carotene | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 007235-40-7 | Materials: other,,beta-Carotene,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,007235-40-7,
Flow: Succinic anhydride | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000108-30-5 | Materials: other,,Succinic anhydride,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000108-30-5,
"Flow: N,N-Dimethyldodecylamine oxide | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 001643-20-5 | Materials: other",,"N,N-Dimethyldodecylamine oxide",,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,001643-20-5,
Flow: Ethyl chloroformate | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000541-41-3 | Materials: other,,Ethyl chloroformate,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000541-41-3,
Flow: Iodine | Type: Elementary Flow | Category: Elementary flows > Emission to water > fresh water | Unit: kg | CAS Number: 7553-56-2 | Chemical Formula: I2 | Materials: other,,Iodine,,other,kg,Elementary Flow,Elementary flows > Emission to water > fresh water,7553-56-2,I2
"Flow: Tolylfluanid | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 731-27-1 | Chemical Formula: C10H13Cl2FN2O2S2 | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 9de9178b-6d1b-476d-af1f-a16a7b3031a9",,Tolylfluanid,"EcoSpold 2 elementary exchange, ID = 9de9178b-6d1b-476d-af1f-a16a7b3031a9",other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,731-27-1,C10H13Cl2FN2O2S2
Flow: Fenpropidin | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 067306-00-7 | Materials: other,,Fenpropidin,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,067306-00-7,
Flow: Ammonium chloride | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 012125-02-9 | Materials: other,,Ammonium chloride,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,012125-02-9,
Flow: Butyl ziram | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000136-23-2 | Materials: other,,Butyl ziram,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000136-23-2,
Flow: Calcium carbonate | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000471-34-1 | Materials: carbon,,Calcium carbonate,,carbon,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000471-34-1,
Flow: Methane | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | Materials: other,,Methane,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,,
"Flow: 1,3-Di-isopropylbenzene | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000099-62-7 | Materials: other",,"1,3-Di-isopropylbenzene",,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000099-62-7,
Flow: Acetamiprid | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 135410-20-7 | Materials: other,,Acetamiprid,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,135410-20-7,
Flow: Phosphorus | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 007723-14-0 | Materials: other,,Phosphorus,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,007723-14-0,
"Flow: Sodium hypochlorite | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 7681-52-9 | Chemical Formula: ClNaO | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 2cc8dc8a-e6fb-4486-a840-4bdc1bc71e9b",,Sodium hypochlorite,"EcoSpold 2 elementary exchange, ID = 2cc8dc8a-e6fb-4486-a840-4bdc1bc71e9b",other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,7681-52-9,ClNaO
Flow: beta-Carotene | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 007235-40-7 | Materials: other,,beta-Carotene,,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,007235-40-7,
Flow: Nickel subsulfide | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 012035-72-2 | Materials: nickel,,Nickel subsulfide,,nickel,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,012035-72-2,
"Flow: Trifloxystrobin | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water | Unit: kg | CAS Number: 141517-21-7 | Chemical Formula: C20H19F3N2O4 | Materials: other | Description: EcoSpold 2 elementary exchange, ID = ef6afe08-6ffb-402f-bb61-6984d3f9a81a",,Trifloxystrobin,"EcoSpold 2 elementary exchange, ID = ef6afe08-6ffb-402f-bb61-6984d3f9a81a",other,kg,Elementary Flow,Elementary flows > Emission to water > ground water,141517-21-7,C20H19F3N2O4
Flow: Arsine | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 007784-42-1 | Chemical Formula: AsH3 | Materials: other,,Arsine,,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,007784-42-1,AsH3
Flow: Benzoyl peroxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000094-36-0 | Materials: other,,Benzoyl peroxide,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000094-36-0,
Flow: 2-Butene | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 000107-01-7 | Materials: other,,2-Butene,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,000107-01-7,
Flow: Dodecane | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000112-40-3 | Materials: other,,Dodecane,,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000112-40-3,
Flow: 2-[2-(2-Ethoxyethoxy)ethoxy]ethanol | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 000112-50-5 | Materials: ethanol,,2-[2-(2-Ethoxyethoxy)ethoxy]ethanol,,ethanol,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,000112-50-5,
"Flow: VOC, volatile organic compounds | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | Materials: other",,"VOC, volatile organic compounds",,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,,
Flow: Methyl 4-hydroxybenzoate | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000099-76-3 | Materials: other,,Methyl 4-hydroxybenzoate,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000099-76-3,
"Flow: N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexane-1-carboxamide | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 126833-17-8 | Materials: other",,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexane-1-carboxamide",,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,126833-17-8,
Flow: Fluoride | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 016984-48-8 | Materials: other,,Fluoride,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,016984-48-8,
"Flow: 2,5,8,11-Tetraoxatridecan-13-ol | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 023783-42-8 | Materials: other",,"2,5,8,11-Tetraoxatridecan-13-ol",,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,023783-42-8,
Flow: 2-Methyl-2-penten-4-one | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000141-79-7 | Materials: other,,2-Methyl-2-penten-4-one,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000141-79-7,
Flow: Trichlorosilane | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 010025-78-2 | Chemical Formula: HSiCl3 | Materials: other,,Trichlorosilane,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,010025-78-2,HSiCl3
"Flow: Insecticides, unspecified | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | Chemical Formula: None | Materials: other",,"Insecticides, unspecified",,other,kg,Elementary Flow,Elementary flows > Emission to water > river,,None
Flow: Iodine | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 007553-56-2 | Materials: other,,Iodine,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,007553-56-2,
Flow: Methyl chlorocarbonate | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000079-22-1 | Materials: carbon,,Methyl chlorocarbonate,,carbon,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000079-22-1,
Flow: 2-(2-Butoxyethoxy)ethyl acetate | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000124-17-4 | Materials: other,,2-(2-Butoxyethoxy)ethyl acetate,,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000124-17-4,
Flow: Sucrose acetate isobutyrate | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000126-13-6 | Materials: other,,Sucrose acetate isobutyrate,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000126-13-6,
Flow: Phenylisocyanate | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 000103-71-9 | Materials: other,,Phenylisocyanate,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,000103-71-9,
Flow: Dimethyldisulfide | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 000624-92-0 | Materials: other,,Dimethyldisulfide,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,000624-92-0,
Flow: Ammonium chloride | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 012125-02-9 | Materials: other,,Ammonium chloride,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,012125-02-9,
Flow: Gibberellic acid | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000077-06-5 | Materials: other,,Gibberellic acid,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000077-06-5,
Flow: Zirconium | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 007440-67-7 | Materials: other,,Zirconium,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,007440-67-7,
Flow: HC Blue no. 2 | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 033229-34-4 | Materials: other,,HC Blue no. 2,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,033229-34-4,
