semantic_text,synonyms,flow_name,description,material_tags,unit,flow_type,category_path,cas_number,chemical_formula
Flow: P-bromoaniline | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 000106-40-1 | Materials: other,,P-bromoaniline,,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,000106-40-1,
"Flow: 2,4,5-t, Butoxyethyl ester | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 002545-59-7 | Materials: other",,"2,4,5-t, Butoxyethyl ester",,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,002545-59-7,
"Flow: Monolinuron | Type: Elementary Flow | Category: Elementary flows > Emission to water > fresh water, long-term | Unit: kg | CAS Number: 001746-81-2 | Materials: other",,Monolinuron,,other,kg,Elementary Flow,"Elementary flows > Emission to water > fresh water, long-term",001746-81-2,
"Flow: 4-Pentynoic acid | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | CAS Number: 006089-09-4 | Materials: other",,4-Pentynoic acid,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",006089-09-4,
Flow: 1-Hexen-3-ol | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 004798-44-1 | Materials: other,,1-Hexen-3-ol,,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,004798-44-1,
"Flow: Glyoxal | Type: Elementary Flow | Category: Elementary flows > Emission to water > fresh water, long-term | Unit: kg | CAS Number: 000107-22-2 | Materials: other",,Glyoxal,,other,kg,Elementary Flow,"Elementary flows > Emission to water > fresh water, long-term",000107-22-2,
"Flow: 1,1'-Biphenyl, 3,3',4,4'-tetrachloro-, PCB-77 | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | CAS Number: 032598-13-3 | Materials: other",,"1,1'-Biphenyl, 3,3',4,4'-tetrachloro-, PCB-77",,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",032598-13-3,
Flow: Isoquinoline | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000119-65-3 | Materials: other,,Isoquinoline,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000119-65-3,
Flow: N-methylthiourea | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 000598-52-7 | Materials: other,,N-methylthiourea,,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,000598-52-7,
"Flow: 1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29 | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 015862-07-4 | Materials: other",,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,015862-07-4,
Flow: M-TRIFLUOROMETHYLPHENOL | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 000098-17-9 | Materials: other,,M-TRIFLUOROMETHYLPHENOL,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,000098-17-9,
Flow: Sodium dalapon | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000127-20-8 | Materials: other,,Sodium dalapon,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000127-20-8,
Flow: 4-Formylpyridine | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000872-85-5 | Materials: other,,4-Formylpyridine,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000872-85-5,
"Flow: Butanethiol | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | CAS Number: 000109-79-5 | Materials: other",,Butanethiol,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",000109-79-5,
Flow: T-butylbenzene | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000098-06-6 | Materials: other,,T-butylbenzene,,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000098-06-6,
"Flow: Phenol, 2-(2-propenyl)- | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 001745-81-9 | Materials: other",,"Phenol, 2-(2-propenyl)-",,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,001745-81-9,
"Flow: Octanoic acid, sodium salt | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 001984-06-1 | Materials: other",,"Octanoic acid, sodium salt",,other,kg,Elementary Flow,Elementary flows > Emission to water > river,001984-06-1,
"Flow: Benzaldehyde, 2-hydroxy-, oxime | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000094-67-7 | Materials: other",,"Benzaldehyde, 2-hydroxy-, oxime",,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000094-67-7,
Flow: Benzalacetophenone | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000094-41-7 | Materials: other,,Benzalacetophenone,,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000094-41-7,
"Flow: M-nitrobenzaldehyde | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000099-61-6 | Materials: other",,M-nitrobenzaldehyde,,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000099-61-6,
"Flow: P-(sec-butyl)phenol | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | CAS Number: 000099-71-8 | Materials: other",,P-(sec-butyl)phenol,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",000099-71-8,
Flow: 1-(2-Naphthalenyl)ethanone | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000093-08-3 | Materials: other,,1-(2-Naphthalenyl)ethanone,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000093-08-3,
"Flow: 1,1-Dichloro-2,2-bis(ethylphenyl)ethane | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000072-56-0 | Materials: other",,"1,1-Dichloro-2,2-bis(ethylphenyl)ethane",,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000072-56-0,
"Flow: 1,8-Naphthalenediamine | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000479-27-6 | Materials: other",,"1,8-Naphthalenediamine",,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000479-27-6,
"Flow: Tetrahydrothiophene-1,1-dioxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000126-33-0 | Materials: other",,"Tetrahydrothiophene-1,1-dioxide",,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000126-33-0,
Flow: M-chloroanisole | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 002845-89-8 | Materials: other,,M-chloroanisole,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,002845-89-8,
Flow: Ethane thiol | Type: Elementary Flow | Category: Elementary flows > Emission to water > lake | Unit: kg | CAS Number: 000075-08-1 | Materials: other,,Ethane thiol,,other,kg,Elementary Flow,Elementary flows > Emission to water > lake,000075-08-1,
Flow: O-bromophenol | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000095-56-7 | Materials: other,,O-bromophenol,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000095-56-7,
"Flow: 3,4-Dichlorotoluene | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 000095-75-0 | Materials: other",,"3,4-Dichlorotoluene",,other,kg,Elementary Flow,Elementary flows > Emission to water > river,000095-75-0,
Flow: 1-Ethoxy-naphthalin | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 005328-01-8 | Materials: other,,1-Ethoxy-naphthalin,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,005328-01-8,
"Flow: 1,3-Dioxalane | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 000646-06-0 | Materials: other",,"1,3-Dioxalane",,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,000646-06-0,
Flow: Indole-3-acetic acid | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000087-51-4 | Materials: other,,Indole-3-acetic acid,,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000087-51-4,
Flow: Bromoacetic acid | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000079-08-3 | Materials: other,,Bromoacetic acid,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000079-08-3,
"Flow: Ethanol, 2- ethyl(3-methylphenyl)amino - | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000091-88-3 | Materials: ethanol",,"Ethanol, 2- ethyl(3-methylphenyl)amino -",,ethanol,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000091-88-3,
"Flow: Triclopyr, butoxyethyl- | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 064700-56-7 | Materials: other",,"Triclopyr, butoxyethyl-",,other,kg,Elementary Flow,Elementary flows > Emission to water > river,064700-56-7,
Flow: 3-Hydroxyflavone | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 000577-85-5 | Materials: other,,3-Hydroxyflavone,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,000577-85-5,
"Flow: Diazinon, o-analog | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000962-58-3 | Materials: other",,"Diazinon, o-analog",,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000962-58-3,
"Flow: 2,4,6-Triiodophenol | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000609-23-4 | Materials: other",,"2,4,6-Triiodophenol",,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000609-23-4,
"Flow: 2,5-Dichloronitrobenzene | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 000089-61-2 | Materials: other",,"2,5-Dichloronitrobenzene",,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,000089-61-2,
Flow: Trinexapac-ethyl | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 095266-40-3 | Chemical Formula: C13H16O5 | Materials: other,,Trinexapac-ethyl,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,095266-40-3,C13H16O5
Flow: Bromuconazole | Type: Elementary Flow | Category: Elementary flows > Emission to water > fresh water | Unit: kg | CAS Number: 116255-48-2 | Materials: other,,Bromuconazole,,other,kg,Elementary Flow,Elementary flows > Emission to water > fresh water,116255-48-2,
Flow: 1-Piperazineethanol | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 000103-76-4 | Materials: ethanol,,1-Piperazineethanol,,ethanol,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,000103-76-4,
Flow: Fospirate | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 005598-52-7 | Materials: other,,Fospirate,,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,005598-52-7,
"Flow: 4(1h)-Pyrimidinone, 6-methyl-2-(1-methylethyl)- | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 002814-20-2 | Materials: other",,"4(1h)-Pyrimidinone, 6-methyl-2-(1-methylethyl)-",,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,002814-20-2,
"Flow: 2,2-Dimethyl propanoic acid | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000075-98-9 | Materials: other",,"2,2-Dimethyl propanoic acid",,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000075-98-9,
Flow: Temephos | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 003383-96-8 | Materials: other,,Temephos,,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,003383-96-8,
"Flow: T-butylbenzene | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000098-06-6 | Materials: other",,T-butylbenzene,,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000098-06-6,
Flow: Cyprazine | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 022936-86-3 | Materials: other,,Cyprazine,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,022936-86-3,
Flow: Diethyl maleate | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 000141-05-9 | Materials: other,,Diethyl maleate,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,000141-05-9,
Flow: Cyclopentanol | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 000096-41-3 | Materials: other,,Cyclopentanol,,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,000096-41-3,
Flow: Thanite | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000115-31-1 | Materials: other,,Thanite,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000115-31-1,
"Flow: Bromobenzene | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000108-86-1 | Materials: other",,Bromobenzene,,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000108-86-1,
"Flow: Phosphorodithioic acid, O,O-diethyl ester | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000298-06-6 | Materials: other",,"Phosphorodithioic acid, O,O-diethyl ester",,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000298-06-6,
