process_name,lifecycle_stage,category_path,"Abiotic depletion (elem., econ. reserve)","Abiotic depletion (elem., reserve base)",Acidification (fate not incl.),Eutrophication (incl. fate),Freshwater aquatic ecotox. 100a,Freshwater aquatic ecotox. 20a,Freshwater aquatic ecotox. 500a,Freshwater sediment ecotox. 100a,Freshwater sediment ecotox. 20a,Freshwater sediment ecotox. 500a,Freshwater sediment ecotox. infinite,"Fw. aq. ecot.  (PAH, Xylene & NMVOC av.)",Global warming 100a (incl. NMVOC av.),Global warming 20a,Global warming 500a,"Human tox. (incl. PAH, Xylene & NMVOC av",Human toxicity 100a,Human toxicity 20a,Human toxicity 500a,Ionising radiation,Land competition,Lower limit of net global warming,Malodorous air,"Mar. aq. ecotox. (PAH, Xylene & NMVOC av",Marine aquatic ecotox. 100a,Marine aquatic ecotox. 20a,Marine aquatic ecotox. 500a,Marine sediment ecotox. 100a,Marine sediment ecotox. 20a,Marine sediment ecotox. 500a,Marine sediment ecotox. infinite,Ozone layer depletion (incl. NMVOC av.),Ozone layer depletion 10a,Ozone layer depletion 15a,Ozone layer depletion 20a,Ozone layer depletion 25a,Ozone layer depletion 30a,Ozone layer depletion 40a,Ozone layer depletion 5a,"Photochem. oxid. (MIR, very high NOx)",Photochem. oxid. (incl. NMVOC av.),Photochem. oxid. (incl. NOx & NMVOC av.),"Photochemical oxidation (EBIR, low NOx)","Photochemical oxidation (MOIR, high NOx)",Photochemical oxidation (low NOx),"Terr. ecotox. (PAH, Xylene & NMVOC av.)",Terrestrial ecotoxicity 100a,Terrestrial ecotoxicity 20a,Terrestrial ecotoxicity 500a,Upper limit of net global warming
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.0007173,0.00021925,6.696e-05,4.721e-05,0.00011637,0.00014421,0.00010275,0.00025726,0.00056756,0.00023882,0.09872002,0.10374223,0.0,0.01184927,0.01067705,0.01067545,0.01068076,0.0,0.0,0.09815006,1011.03352451,5.62533332,0.00582186,0.00116377,0.0299049,0.00674075,0.00203964,0.02938203,2.80484268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59e-06,4.019e-05,4.019e-05,9.16e-06,7.36e-06,8.48e-06,4.361e-05,4.58e-06,1.35e-06,1.535e-05,0.09824789
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00024908,0.00010655,3.701e-05,3.12e-05,4.688e-05,7.662e-05,6.427e-05,9.786e-05,0.00014918,6.747e-05,0.09756347,0.10044829,0.0,0.00275612,0.00187755,0.00187661,0.00188027,0.0,0.0,0.09718554,832.60043513,1.32862723,0.0025296,0.00051459,0.01289177,0.00306551,0.00100756,0.01240926,0.85225781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14e-06,1.508e-05,1.508e-05,5.59e-06,4.58e-06,4.73e-06,1.053e-05,1.58e-06,7.3e-07,4.24e-06,0.09722098
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00583833,0.00251256,0.00046046,0.00032896,0.00056665,0.00086199,0.00066949,0.00102148,0.00110264,0.00060366,1.03712274,1.11045996,0.0,0.0568704,0.03095244,0.03090214,0.03102625,0.0,0.00018909,1.0281266,7664.94877324,93.14182043,0.00754793,0.00130491,0.04240106,0.00699848,0.0016954,0.03224301,32.0861208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.945e-05,0.00035598,0.00035598,5.4e-05,5.134e-05,5.461e-05,0.00067454,7.904e-05,2.004e-05,0.00026357,1.02969422
"Gypsum plaster (CaSO4 alpha hemihydrates), production mix, at plant, via calcination of calcium sulphate dihydrate, grinded and purified product",Raw Materials,Systems > Construction,0.0,0.0,0.00029964,0.00024746,0.00015416,0.00014019,0.00016254,0.00034079,0.00030767,0.00035838,0.00037788,0.00017519,0.24578677,0.27081132,0.0,0.01524064,0.00104197,0.00103938,0.00104744,0.0,0.0,0.24245,1372.28502403,6.04200116,0.00218112,0.00046255,0.01104862,0.00274627,0.00097937,0.0105414,2.40056096,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.101e-05,2.8e-05,2.8e-05,2.212e-05,1.785e-05,1.89e-05,3.865e-05,5.56e-06,1.97e-06,1.759e-05,0.24254099
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00078799,0.00028833,8.932e-05,6.084e-05,0.00015101,0.00018506,0.00013025,0.00031612,0.00063753,0.00027866,0.10058874,0.10786677,0.0,0.01318765,0.01103431,0.01103212,0.01103812,0.0,0.0,0.0996285,1304.47856054,5.83439088,0.00529793,0.00098985,0.02791931,0.00576043,0.00153157,0.0266706,2.8121931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46e-06,4.365e-05,4.365e-05,1.121e-05,8.94e-06,1.034e-05,4.586e-05,5.72e-06,1.67e-06,1.765e-05,0.09968727
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00027502,0.00027675,4.467e-05,4.136e-05,4.682e-05,9.133e-05,8.284e-05,9.631e-05,0.00010529,5.14e-05,0.09325795,0.0979453,0.0,0.00343724,0.00068729,0.0006865,0.0006899,0.0,0.0,0.0926661,1046.37339064,1.27119417,0.00217533,0.00046533,0.01088234,0.002759,0.00099026,0.01049592,0.78353512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61e-06,1.789e-05,1.789e-05,8.84e-06,7.14e-06,7.88e-06,4.65e-06,1e-06,6.6e-07,2.16e-06,0.09272266
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00084829,0.00032157,8.386e-05,6.363e-05,0.00010714,0.00016879,0.00013669,0.00019899,0.00021074,0.00011348,0.09901013,0.10070897,0.0,0.01965851,0.01855353,0.01855135,0.01855733,0.0,2.184e-05,0.09882335,358.38931501,5.44015062,0.00104014,0.00018038,0.00590518,0.0008311,0.00020295,0.00396072,1.97060402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26e-06,4.203e-05,4.203e-05,2.38e-06,1.93e-06,2.14e-06,9.602e-05,4.58e-06,1.18e-06,1.376e-05,0.09886463
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,3e-08,2e-08,0.00183025,0.00098789,0.00132885,0.0012648,0.00135525,0.00286511,0.00272293,0.00290462,0.00293752,0.0013752,0.33268981,0.36587166,0.0,0.03257471,0.01634531,0.01633289,0.01637629,0.0,0.00017567,0.32836933,5665.23613231,125.3524504,0.00603772,0.00097392,0.0322326,0.00610506,0.00153742,0.02726537,42.65707159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.853e-05,0.0001074,0.0001074,3.283e-05,2.749e-05,2.651e-05,0.00023817,2.563e-05,7.72e-06,8.608e-05,0.32883965
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00050574,0.00034786,3.331e-05,2.942e-05,3.656e-05,6.756e-05,6.012e-05,7.192e-05,7.468e-05,3.83e-05,0.10062948,0.10301703,0.0,0.00604245,0.0048167,0.00481478,0.00482348,0.0,4.902e-05,0.10037139,765.29878394,1.2188231,0.00468816,0.00077893,0.02507386,0.00618734,0.00164292,0.02593115,0.94254428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41e-06,2.721e-05,2.721e-05,4.9e-06,3.93e-06,4.69e-06,2.432e-05,1.19e-06,4.2e-07,3.68e-06,0.10044978
"Pine log with bark, production mix entry to saw mill, at plant, refostered managed forest, 44% water content",Raw Materials,Materials production > Wood,0.0,0.0,6.165e-05,8.99e-05,4.5e-06,4.13e-06,4.71e-06,1.033e-05,9.37e-06,1.081e-05,1.153e-05,6.37e-06,0.00673194,0.00717484,0.0,0.00150686,0.00010865,0.0001086,0.00010881,0.0,0.0,0.00678672,20.96934437,0.07112935,0.00011059,2.523e-05,0.00054392,0.00014469,5.617e-05,0.00052882,0.04305419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12e-06,1.326e-05,1.326e-05,4.93e-06,3.86e-06,5.27e-06,3.5e-07,3e-08,1e-08,9e-08,0.00701988
"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,7.476e-05,7.401e-05,1.585e-05,1.477e-05,1.595e-05,3.152e-05,2.868e-05,3.174e-05,3.219e-05,1.633e-05,0.08380645,0.09897286,0.0,0.00053089,0.00042824,0.00042815,0.00042851,0.0,1.329e-05,0.08171765,1005.21167413,0.07832924,6.762e-05,1.023e-05,0.00036957,8.894e-05,2.072e-05,0.00038256,0.03217482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85e-06,1.266e-05,1.266e-05,1.489e-05,1.184e-05,1.242e-05,1.53e-06,5.3e-07,4.4e-07,8.4e-07,0.08177521
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,4e-08,2e-08,0.00038989,0.00025051,0.00146485,0.00141156,0.00147053,0.00324591,0.00310947,0.00325391,0.00327235,0.00148403,0.10577204,0.11639752,0.0,0.00889117,0.00257359,0.00256648,0.00259386,1e-08,0.00010289,0.1046359,7799.30294672,10.29961095,0.00567538,0.00088027,0.02989711,0.00603422,0.00151944,0.02670274,4.62709982,1.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16e-06,2.447e-05,2.447e-05,8.66e-06,6.96e-06,7.79e-06,3.896e-05,4.24e-06,1.15e-06,1.441e-05,0.10473905
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00046922,0.00027469,4.176e-05,3.64e-05,4.52e-05,9.504e-05,8.387e-05,9.976e-05,0.00010312,4.722e-05,0.10307189,0.10523454,0.0,0.00549731,0.00461878,0.00461797,0.00462105,0.0,2.458e-05,0.10292048,462.50122679,1.13034447,0.00105418,0.00017285,0.00569819,0.00132402,0.00034174,0.00563707,0.49750341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82e-06,2.502e-05,2.502e-05,3.59e-06,2.89e-06,3.35e-06,2.529e-05,1.3e-06,4.2e-07,4.11e-06,0.10299767
"Light fuel oil, consumption mix, at refinery, from crude oil, 2000 ppm sulphur",Product-as-a-Service,Energy carriers and technologies > Crude oil based fuels,0.0,0.0,0.00238512,0.00106473,0.00157666,0.00144588,0.00166149,0.00352476,0.00318886,0.00372215,0.0040815,0.00183116,0.40534947,0.58445714,0.0,0.08033188,0.01305625,0.01302628,0.0131541,0.0,0.0,0.38085552,12305.6990042,47.7135529,0.08149016,0.01711818,0.40982307,0.10310721,0.03624231,0.39607511,29.35134736,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011156,0.00029668,0.00029668,0.00026788,0.0002083,0.00026806,0.00015484,1.696e-05,3.9e-06,6.078e-05,0.38170064
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,5e-08,3e-08,0.00830734,0.00168079,0.00057552,0.0004668,0.00066037,0.00111805,0.00095349,0.00124815,0.00132074,0.00069335,0.59406687,0.6277004,0.0,0.0467795,0.01449429,0.01445375,0.01455553,0.0,6.771e-05,0.59017238,393.06936473,238.37619941,0.00759541,0.00129194,0.04237872,0.00740391,0.001779,0.0336652,79.78639078,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.715e-05,0.00040935,0.00040935,3.444e-05,2.809e-05,3.339e-05,0.00156163,0.00018134,3.994e-05,0.00067257,0.5913519
"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,7.373e-05,7.66e-05,1.698e-05,1.574e-05,1.721e-05,3.475e-05,3.164e-05,3.519e-05,3.58e-05,1.764e-05,0.08160149,0.09230142,0.0,0.00057439,0.00044239,0.00044225,0.0004428,0.0,2.969e-05,0.08015397,1032.8389529,0.25143297,0.00011387,1.779e-05,0.00061958,0.00014675,3.562e-05,0.0006292,0.09464748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15e-06,1.027e-05,1.027e-05,1.096e-05,8.75e-06,9.12e-06,3.42e-06,7e-07,4.5e-07,1.58e-06,0.0802046
"Process Steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00011279,0.0001161,3.678e-05,3.444e-05,3.703e-05,7.704e-05,7.089e-05,7.754e-05,7.851e-05,3.79e-05,0.09608842,0.09874769,0.0,0.00149322,0.00045328,0.00045208,0.0004578,0.0,1.362e-05,0.09588972,885.23030623,0.88722277,0.00321333,0.00053157,0.0171672,0.00428637,0.00113567,0.01793777,0.65972523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-06,9.31e-06,9.31e-06,5.46e-06,4.49e-06,4.63e-06,4.55e-06,8.3e-07,5.6e-07,1.79e-06,0.09594703
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,1.2e-07,6e-08,0.00034064,0.00024384,0.00079809,0.00076541,0.00080502,0.00176342,0.0016832,0.00177487,0.00179351,0.00081603,0.16216854,0.1770576,0.0,0.00740964,0.0021485,0.00214269,0.00216383,0.0,7.91e-05,0.1603702,22799.11872344,21.33835636,0.00347904,0.0005491,0.01844156,0.00374302,0.00094054,0.01655139,7.74446217,4e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48e-06,2.38e-05,2.38e-05,1.061e-05,8.73e-06,9.52e-06,0.00012544,1.432e-05,3.38e-06,5.29e-05,0.16055635
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00073406,0.00023112,0.0001029,8.168e-05,0.00015187,0.00021856,0.00017286,0.00033069,0.00064243,0.00027526,0.10130714,0.10721764,0.0,0.01292417,0.01064872,0.01064693,0.01065301,0.0,0.0,0.10060479,1128.73314406,5.51944854,0.00614709,0.0011458,0.03213327,0.00716078,0.001963,0.0320223,2.77541375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1e-06,4.1e-05,4.1e-05,1.049e-05,8.37e-06,9.73e-06,4.242e-05,4.4e-06,1.32e-06,1.473e-05,0.10066613
"Chlorine, production mix for PVC production, at plant",Raw Materials,Materials production > Inorganic chemicals,0.0,0.0,0.00794987,0.00330506,0.00134831,0.00121626,0.00142353,0.00341425,0.0030625,0.00360961,0.00387381,0.00155222,1.1811184,1.51003355,0.0,0.02715708,0.00496434,0.00492656,0.00507053,0.0,0.0,1.13573006,11.01522503,124.0726211,0.02345286,0.00365537,0.13390819,0.03345469,0.00729974,0.14544468,41.84833739,2e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.611e-05,0.00054826,0.00054826,8.198e-05,6.392e-05,7.183e-05,0.01919415,0.00214288,0.00045217,0.00831771,1.13716945
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00023881,0.00027669,4.999e-05,4.649e-05,5.22e-05,9.921e-05,9.019e-05,0.00010434,0.0001137,5.675e-05,0.09340168,0.09823929,0.0,0.00286193,0.00070981,0.00070901,0.0007124,0.0,0.0,0.09277201,1473.71553748,1.24659393,0.0021227,0.00044671,0.01067184,0.00268522,0.00094388,0.01031479,0.76542367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63e-06,1.681e-05,1.681e-05,1.006e-05,8.24e-06,8.53e-06,4.94e-06,1.31e-06,9.6e-07,2.46e-06,0.09283807
"Electricity from wind power, production mix, at power plant, AC, <1kV",Product-as-a-Service,Energy carriers and technologies > Electricity,-1.5e-07,-7e-08,2.668e-05,1.912e-05,3.22e-06,3.04e-06,3.28e-06,6.82e-06,6.53e-06,6.76e-06,5.48e-06,3.16e-06,0.01095837,0.01243343,0.0,-0.00039629,-0.0013544,-0.0013542,-0.00135714,0.0,4.735e-05,0.01080914,-828.38788908,0.4756989,5.19e-06,8.87e-06,-2.433e-05,2.432e-05,2.982e-05,-2.656e-05,0.1615268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6e-07,3.31e-06,3.31e-06,2.16e-06,1.71e-06,2.19e-06,-5.65e-06,2.3e-07,6e-08,7.3e-07,0.01089229
"Waste incineration of plastics (rigid PVC), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,9e-08,4e-08,4.70922888,1.3418463,0.55882361,0.50649888,0.63922437,1.26591672,1.14115348,1.46236642,2.08124614,0.88886824,2492.08748983,2740.68197894,-0.0,23.51437989,9.78299693,9.73973511,9.84872636,1.23e-06,-0.0,2457.8148357,33030977.89223594,35865.49738388,4.23337208,1.24358014,19.96096833,6.11354722,2.88544122,20.11999217,12529.56040818,6.173e-05,3.232e-05,3.232e-05,3.226e-05,3.231e-05,3.235e-05,3.234e-05,3.233e-05,0.03372545,0.13093554,0.13093554,0.07499928,0.05897238,0.06570356,0.55776334,0.04458629,0.00979514,0.17142679,2458.83589743
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00202975,0.0010079,0.00050849,0.00046557,0.00053277,0.0010793,0.00100008,0.00111355,0.0011362,0.0005462,0.43840626,0.5016092,0.0,0.02328016,0.01542601,0.01541407,0.01544696,0.0,0.00012999,0.43003082,18830.42543523,20.35881494,0.00346644,0.00057055,0.01883909,0.00356665,0.000897,0.01587558,7.37599504,2e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67e-05,0.00013855,0.00013855,5.892e-05,4.649e-05,5.594e-05,0.00014309,1.405e-05,4.22e-06,4.355e-05,0.43042806
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,1e-08,1e-08,0.00296702,0.001565,0.00034467,0.00026848,0.00040052,0.00061498,0.00050676,0.00068755,0.00071475,0.00041608,0.52100315,0.61764925,0.0,0.03911258,0.02264052,0.02261334,0.02267822,0.0,0.00021002,0.50817626,63618.49342515,67.00575372,0.00417691,0.00072118,0.02330229,0.0036931,0.00094125,0.01677777,22.86325395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.422e-05,0.00021075,0.00021075,8.541e-05,7.025e-05,8.112e-05,0.00022716,2.765e-05,9.13e-06,7.713e-05,0.50902045
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00080465,0.00029018,8.861e-05,6.009e-05,0.00015035,0.00018329,0.00012846,0.00031442,0.00063582,0.000278,0.1011587,0.10846636,0.0,0.01324679,0.01103863,0.01103641,0.01104248,0.0,0.0,0.10018645,1304.38267689,6.51612145,0.00529947,0.00099019,0.02792923,0.00576118,0.00153172,0.02667427,3.03659794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47e-06,4.446e-05,4.446e-05,1.122e-05,8.95e-06,1.035e-05,4.702e-05,5.86e-06,1.7e-06,1.816e-05,0.10024499
"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00012335,0.00016014,2.709e-05,2.483e-05,2.896e-05,4.996e-05,4.424e-05,5.43e-05,5.899e-05,3.108e-05,0.07803689,0.09026999,0.0,0.00111119,0.00095374,0.00095349,0.00095431,0.0,0.0,0.07637502,1608.5776062,0.15611271,0.00014252,2.457e-05,0.00078011,0.00017009,4.358e-05,0.00076073,0.08991166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84e-06,1.486e-05,1.486e-05,1.553e-05,1.258e-05,1.257e-05,1.88e-06,1.12e-06,1e-06,1.42e-06,0.07642346
"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,5.542e-05,7.956e-05,1.394e-05,1.307e-05,1.401e-05,2.522e-05,2.29e-05,2.537e-05,2.573e-05,1.423e-05,0.07267718,0.07517256,0.0,0.0005718,0.00052987,0.0005298,0.00053011,0.0,1.133e-05,0.07236504,106.34494002,0.05130274,8.153e-05,1.293e-05,0.0004439,0.00011028,2.694e-05,0.00046718,0.02425352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89e-06,5.47e-06,5.47e-06,4.96e-06,4.16e-06,3.85e-06,1.11e-06,6.2e-07,5.8e-07,7.7e-07,0.07242676
"Electricity from hydroelectric power plants, production mix, at power plant, AC, < 1kV",Product-as-a-Service,Energy carriers and technologies > Electricity,1e-08,0.0,7.93e-06,1.002e-05,4.22e-06,2.41e-06,1.074e-05,1.021e-05,5.73e-06,2.677e-05,7.868e-05,3.119e-05,0.0244046,0.02456465,0.0,0.00035167,0.00012702,0.00012587,0.00012998,0.0,0.0,0.02438819,22.48756877,0.16969138,5.177e-05,1.743e-05,0.00028744,8.188e-05,4.178e-05,0.00030221,0.07405116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-07,6.2e-07,6.2e-07,3.1e-07,2.4e-07,3.2e-07,7.47e-06,6.4e-07,1.3e-07,2.56e-06,0.02440087
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00016043,0.00014813,6.838e-05,6.423e-05,6.859e-05,0.00014676,0.00013567,0.00014718,0.00014821,6.96e-05,0.09891277,0.10365244,0.0,0.00135445,0.00037766,0.00037647,0.00038193,0.0,1.491e-05,0.09827827,1036.81457597,0.79112953,0.00295965,0.00048676,0.01582746,0.00394028,0.00103857,0.01651611,0.61124582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19e-06,1.285e-05,1.285e-05,8.09e-06,6.53e-06,7.22e-06,2.98e-06,7e-07,5.4e-07,1.27e-06,0.09831916
"Steel sections, including recycling, production mix, at plant, blast furnace route / electric arc furnace route, 1kg",End-of-Life,Materials production > Metals and semimetals,-1.64e-06,-8e-07,0.00364593,0.00253338,0.00089381,0.00080261,0.00096872,0.00185788,0.00167313,0.00200836,0.00225008,0.00106887,1.22705015,1.38853856,0.0,0.05152029,0.03289171,0.03275476,0.03301421,0.0,0.0,1.21998737,-71298.60745504,170.12025722,0.01569862,0.00452671,0.0742929,0.0233077,0.01022699,0.07751144,57.39817059,5e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,0.00023664,0.00057439,0.00057439,0.00053706,0.00042281,0.00056939,0.00246094,0.00027809,6.041e-05,0.0010614,1.24658772
"Waste incineration of plastics (PET, PMMA, PC), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,2e-08,1e-08,0.25928281,0.38724202,0.03068766,0.02804276,0.0324876,0.06740508,0.06152823,0.07104568,0.07674524,0.03558921,2424.31173978,2427.90919042,-0.0,2.77364029,0.86798566,0.86492722,0.86913661,7e-08,-0.0,2424.06200574,630948.11108186,4055.41631077,0.41001711,0.12972041,1.81738853,0.60110715,0.30456489,1.81883607,1398.21369848,3.05e-06,1.3e-06,1.29e-06,1.29e-06,1.29e-06,1.28e-06,1.28e-06,1.3e-06,0.00497521,0.01735665,0.01735665,0.0110632,0.00874311,0.01132264,0.00910334,0.00117549,0.00035456,0.00392015,2424.52679101
"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00069145,0.00044429,0.00192559,0.00184413,0.00195716,0.00424121,0.00403328,0.00430948,0.00447697,0.00203131,0.18055927,0.20397845,0.0,0.01469489,0.0057483,0.00573895,0.00577473,1e-08,0.0,0.1768135,2167.62744565,15.1345309,0.00933753,0.00151316,0.04932522,0.01008645,0.00255087,0.04509084,6.89331338,3.6e-07,1.7e-07,1.7e-07,1.7e-07,1.7e-07,1.7e-07,1.7e-07,1.7e-07,1.321e-05,4.979e-05,4.979e-05,2.67e-05,2.159e-05,2.347e-05,3.474e-05,5.1e-06,2e-06,1.469e-05,0.17806613
"Rail transport, technology mix, electricity driven, cargo",Transport & Packaging,Transport services > Rail,0.0,0.0,0.00018295,5.676e-05,4.356e-05,3.973e-05,4.634e-05,9.177e-05,8.441e-05,9.676e-05,0.00010456,4.966e-05,0.02655322,0.02914035,0.0,0.00158574,0.00038272,0.00038168,0.00038451,0.0,0.0,0.02620601,948.13472051,10.0164992,0.0003878,6.722e-05,0.00207957,0.00040604,0.00010633,0.00180787,3.3681219,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1e-07,9.85e-06,9.85e-06,1.63e-06,1.37e-06,1.44e-06,1.878e-05,2.37e-06,5.9e-07,8.32e-06,0.02624007
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00025472,0.00026529,4.248e-05,3.894e-05,4.286e-05,9.57e-05,8.649e-05,9.648e-05,9.796e-05,4.402e-05,0.10135668,0.10416246,0.0,0.00135376,0.00061491,0.00061465,0.00061568,0.0,2.997e-05,0.10102875,1003.8243428,0.36839379,0.00017653,2.502e-05,0.00097593,0.00022585,4.912e-05,0.00099102,0.13851329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88e-06,1.541e-05,1.541e-05,4.77e-06,3.98e-06,3.85e-06,5.12e-06,9.7e-07,6.1e-07,2.21e-06,0.10109791
"Excavator, technology mix, 100 kW, Construction",Manufacturing,Transport services > Other transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,2e-08,1e-08,0.00097095,0.00100492,0.00027092,0.00024195,0.00028618,0.00058321,0.0005302,0.00060624,0.00062546,0.00029597,0.46599238,0.52018452,0.0,0.0131881,0.00456373,0.00455308,0.00458356,0.0,0.00037669,0.45882983,14483.80490695,56.61912548,0.00288221,0.00047934,0.01565386,0.0032456,0.00083434,0.01407149,19.07030035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17e-05,6.199e-05,6.199e-05,2.212e-05,1.829e-05,1.983e-05,0.00022333,2.634e-05,6.37e-06,9.446e-05,0.45923398
